SP ID,EgoNetworksCombined,Full Name,Occupation,Political rank,Military rank,Aristo title,Clerical title,Knowledge Network,Social Network,Professional Network,Religious Network,Academies,Royal Academy,Institut de France,Academy_single,Academiy_single_provincial,Salons,Freemason,Jacobin,SociÈtÈ des Trente,Lodge,GenderGroup,Nationality,Birth Year,Death Year,Birth City,Birth Country,Death City,Death Country,LockeNet,ASmithNet,VoltaireNet,RousseauNet,D'AlembertNet,HumeNet,BenthamNet,Column6,Wikipedia Image Link,VIAF ID,VIAF URL,RecipientLetterCount by EE ID,AuthorLetterCount by EE ID,Total Letters
1160,"Voltaire, D'Alembert, Hume, Holbach, Epinay, Lespinasse, Tencin, Geoffrin, Necker",Jean Baptiste Antoine Suard,"academy member,author,censor",censor,,,,"Letters_Literary, Political Economy","Government, Elite",Cultural,,French Academy,Yes,Yes,,,"Holbach, Epinay, Lespinasse, Tencin, Geoffrin, Necker",,,,,Male,French,1732,1817,Besançon,France,Paris,France, , ,Voltaire, ,D'Alembert,Hume, ,,upload.wikimedia.org/wikipedia/commons/c/c9/Jean-baptiste-antoine-suard.jpg,89808442,http://viaf.org/89808442,20,4,24
1161,Entresol,"François Dominique Barberie, marquis de Saint-Contest","diplomat,government minister",minister,,marquis,,,"Nobility, Government, Elite",,,,,,,,Entresol,,,,,Male,French,1701,1754,,France,,unknown, , , , , , , ,,,,,3,5,8
1162,Entresol,"Marie ThÈrèse de Brancas, comtesse de Rochefort",aristocrat,,,comtesse,,,"Nobility, Elite",,,,,,,,Entresol,,,,,Female,French,1716,1782,,France,,unknown, , , , , , , ,,,98154877,http://viaf.org/98154877,5,0,5
1163,Entresol,Pierre Marie Pomponne Babaud de La Chaussade de Villemenant,"army officer,soldier",,officer,,,,"Military, Elite, Nobility",,,Academy of Inscriptions,Yes,,Yes,,Entresol,,,,,Male,French,1751,1808,,France,,unknown, , , , , , , ,,http://upload.wikimedia.org/wikipedia/commons/4/42/Abb%C3%A9_de_Pomponne.jpg,,,0,2,2
1164,"Voltaire, D'Alembert, Hume, Entresol, Deffand, Tencin","Marie Anne de Vichy-Chamrond, marquise Du Deffand","aristocrat,author,salon hostess",,,marquise,,Letters_Literary,"Elite, Nobility",,,,,,,,"Entresol, Deffand, Bolingbroke, Tencin",,,,,Female,French,1697,1780,Chamrond,France,Paris,France, , ,Voltaire, ,D'Alembert,Hume, ,,upload.wikimedia.org/wikipedia/commons/thumb/0/0f/MarieduDeffand.jpg/220px-MarieduDeffand.jpg,41901817,http://viaf.org/41901817,186,152,338
1165,"Hume, Encyclopedistes, Entresol, Dupin, Graffigny, Prie, Epinay, Tencin, Geoffrin, Deffand","Charles de Secondat, baron de Montesquieu","academy member,magistrate,philosopher",magistrate,,baron,,"Letters_Philosophical, Letters_Literary, Political Economy","Government, Nobility, Elite","Legal, Cultural",,"French Academy, Royal Society, Academy of Stanislas, Academy of Amiens, Berlin Academy",Yes,,,,"Entresol, Dupin, Graffigny, Prie, Epinay, Tencin, Geoffrin, Deffand",,,,,Male,French,1689,1755,Bordeaux,France,Paris,France, , , , , ,Hume, ,,upload.wikimedia.org/wikipedia/commons/7/7e/Montesquieu_1.jpg,27069096,http://viaf.org/27069096,3,1,4
1166,Entresol,Andrew Michael Ramsay,"Jacobite,philosopher",,,,,Letters_Philosophical,,,,Royal Society,,,,,Entresol,Yes,,,,Male,Scottish,1686,1743,Ayr,Scotland,Saint-Germain-en-Laye,France, , , , , , , ,,,27070583,http://viaf.org/27070583,0,5,5
1167,"Voltaire, Entresol, Necker","Charles IrÈnÈe Castel, abbÈ de Saint-Pierre","academy member,political reformer",,,,abbÈ,"Political Economy, Letters_Philosophical","Elite, Nobility",Cultural,Clergy,French Academy,Yes,,Yes,,"Entresol, Necker",,,,,Male,French,1658,1743,Saint-Pierre-…glise,France,Paris,France, , ,Voltaire, , , , ,,http://upload.wikimedia.org/wikipedia/commons/a/af/Castel_de_saintpierre.jpg,22201759,http://viaf.org/viaf/22201759/,0,1,1
1168,"Voltaire, D'Alembert, Epinay",Michel Jean Sedaine,"academy member,poet,author,playwright",,,,,Letters_Literary,,"Artist, Cultural",,"French Academy, AcadÈmie royale d'architecture",Yes,,,,Epinay,,,,,Male,French,1719,1797,Paris,France,,unknown, , ,Voltaire, ,D'Alembert, , ,,upload.wikimedia.org/wikipedia/commons/thumb/4/4a/Michel-Jean_Sedaine_engraved_by_Levesque_after_David_-_INHA.jpg/220px-Michel-Jean_Sedaine_engraved_by_Levesque_after_David_-_INHA.jpg,73863522,http://viaf.org/73863522,1,0,1
1169,Epinay,"David Murray, 2nd earl of Mansfield","diplomat,politician",diplomat,,,,,"Nobility, Elite, Military",,,,,,,,Epinay,,,,,Male,Scottish,1727,1796,,Scotland,,unknown, , , , , , , ,,upload.wikimedia.org/wikipedia/commons/thumb/c/c1/Portrait_of_David_Murray_2nd_Earl_of_Mansfield_by_Sylvester_Harding.jpg/200px-Portrait_of_David_Murray_2nd_Earl_of_Mansfield_by_Sylvester_Harding.jpg,12179977,http://viaf.org/12179977,0,1,1
1170,"Epinay, Geoffrin",Marc Antoine Nicolas Croismare de Lasson,aristocrat,,,,,,"Nobility, Elite, Government",,,,,,,,"Epinay, Geoffrin",,,,,Male,French,1694,,Normandy,,Paris,,,,,,,,,,,171033871,http://viaf.org/viaf/171033871,,,
1171,"Voltaire, Rousseau, Epinay, Houdetot, Holbach","…lisabeth Françoise Sophie de La Live de Bellegarde, comtesse d'Houdetot","aristocrat,poet,author,salon hostess",,,comtesse,,"Letters_Literary, Letters","Elite, Nobility",Artist,,,,,,,"Epinay, Houdetot, Holbach",,,,,Female,French,1730,1813,Paris,France,Paris,France, , ,Voltaire,Rousseau, , , ,,http://upload.wikimedia.org/wikipedia/commons/3/33/Elisabeth_La_Live_de_Bellgarde.jpg,64772846,http://viaf.org/64772846,31,33,64
1172,"D'Alembert, Epinay, Lespinasse",Joaquin Atanasio Pignatelli,,,,,,Political Economy ,"Nobility, Government, Elite",,,,,,,,"Epinay, Lespinasse",,,,,Male,,1724,1776,,,,, , , , , , , ,,,,,0,0,0
1173,"Rousseau, Epinay, Quinault",Louis Claude Dupin de Francueil,"scientist,chemist,financier,musician",,,,,Sciences_Natural,"Elite, Nobility","Artist, Finance-banking",,,,,,,"Epinay, Quinault",,,,,Male,French,1715,1787,Ch‚teauroux,France,,unknown, , , ,Rousseau, , , ,,http://upload.wikimedia.org/wikipedia/commons/0/04/Claude_Dupin.jpeg,,,0,3,3
1174,"Voltaire, D'Alembert, Rousseau, Epinay, Quinault, Holbach","Louise Florence PÈtronille La Live, marquise d'…pinay","author,salon hostess",,,marquise,,Letters_Literary,"Elite, Nobility",,,,,,,,"Epinay, Quinault, Holbach",,,,,Female,French,1726,1783,Valenciennes,France,Paris,France, , ,Voltaire,Rousseau,D'Alembert, , ,,http://upload.wikimedia.org/wikipedia/commons/e/e3/Louise_d%27Epinay_Liotard.jpg,51720337,http://viaf.org/51720337,144,24,168
1175,Genlis,StÈphanie Alyon,,,,,,,,,,,,,,,Genlis_Arsenal,,,,,Female,French,,,,,,,,,,,,,,,,,,,,
1176,Genlis,Casimir Baecker,"musician, writer, adopted son of Genlis",,,,,Letters_Literary,,Artist,,,,,,,Genlis_Arsenal,,,,,Male,French,1802,1830,,,,,,,,,,,,,,,,,,
1177,Genlis,Alfred Lemaire,"musician, adopted son of Genlis",,,,,,,Artist,,,,,,,Genlis_Arsenal,,,,,Male,French,,,,,,,,,,,,,,,,,,,,
1178,Genlis,Courchamp,,,,,,,,,,,,,,,Genlis_Arsenal,,,,,Male,French,,,,,,,,,,,,,,,,,,,,
1179,Genlis,Joseph TrÈneuil,,,,,,,,,,,,,,,Genlis_Arsenal,,,,,Male,French,,,,,,,,,,,,,,,,227104254,http://viaf.org/viaf/227104254,,,
1180,Genlis,Charbonnières,,,,,,,,,,,,,,,Genlis_Arsenal,,,,,Male,French,1778,,,,,,,,,,,,,,,27199556,http://viaf.org/viaf/27199556,,,
1181,Genlis,le comte Joseph d'Estourmel,politician,,,comte,,,"Government, Elite, Nobility",,,,,,,,Genlis_Arsenal,,,,,Male,French,1783,1852,Paris,France,Paris,France,,,,,,,,,,197527917,http://viaf.org/viaf/197527917,,,
1182,Genlis,M. Peiyre,,,,,,,,,,,,,,,Genlis_Arsenal,,,,,Male,French,,,,,,,,,,,,,,,,,,,,
1183,Genlis,Louis-Marcelin de Fontanes,"politician, poet, academy member",,,marquis,,Letters_Literary,"Nobility, Government",,,French Academy,,,,,Genlis_Arsenal,Yes,,,,Male,French,1757,1821,Niort,France,Paris,France,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/8/8b/Louis_de_Fontanes.jpg,54197836,http://viaf.org/viaf/54197836,,,
1184,Genlis,Monsieur d'OffÈmont,,,,,,,Nobility,,,,,,,,Genlis_Arsenal,,,,,Male,French,,,,,,,,,,,,,,,,,,,,
1185,Genlis,"Anatole de Montesquiou-Fezenzac, comte de Montesquiou","aristocrat, soldier, aide-de-camp to Napoleon, chevalier d'honneur de la Reine des Français",,marÈchal de camp,comte,,,"Military, Nobility, Elite, Court",,,,,,,,Genlis_Arsenal,,,,,Male,French,1788,,,,,,,,,,,,,,,,,,,
1186,Genlis,l'abbÈ Sabatier,"clergy, journalist, man of letters",,,,,Letters_Literary,,,Clergy,,,,,,Genlis_Arsenal,,,,,Male,French,,,,,,,,,,,,,,,,245399693,http://viaf.org/viaf/245399693,,,
1187,Genlis,Jean-Louis-Marc Alibert,,,,,,Sciences_Medicine,,Medical,,,,,,,Genlis_Arsenal,,,,,Male,French,1768,1837,Villefranche-de-Rouergue,,France,,,,,,,,,,,84791414,https://viaf.org/viaf/84791414/,,,
1188,Genlis,madame Hainguerlot,"writer, society woman, amateur actress",,,,,Letters_Literary,"Elite, Court",Aritist,,,,,,,Genlis_Arsenal,,,,,Female,French,,,,,,,,,,,,,,,,,,,,
1189,Genlis,la marÈchale Moreau,"CrÈole, wife of marÈchal de France",,marÈchale,,,,"Elite, Nobility, Court",,,,,,,,Genlis_Arsenal,,,,,Female,French,,,,,,,,,,,,,,,,,,,,
1190,Genlis,Princess Louise of Stolberg-Gedern,aristocrat,,,,,Letters,"Elite, Nobility, Court",,,,,,,,Genlis_Arsenal,,,,,Female,German,1752,1824,Gedern,,Florence,Italy,,,,,,,,,,44425936,,,,
1191,Genlis,Marie-Gabriel-Florent-Auguste de Choiseul-Gouffier ,aristocrat,,,,,"Letters_Antiquarian, Letters_Literary","Elite, Nobility, Court, Government",,,French Academy,,,,,Genlis_Arsenal,,,,,Female,French,1752,1817,Paris,France,Aix-la-Chapelle,France,,,,,,,,,,,,,,
1192,Genlis,Princesse de Bauffrement,aristocrat,,,princesse,,,"Elite, Nobility, Court",,,,,,,,Genlis_Arsenal,,,,,Female,French,1771,1847,,,,,,,,,,,,,,,,,,
1193,Genlis,DÈsirÈe Clary,actress,,,,,,"Elite, Court, Government",,,,,,,,Genlis_Arsenal,,,,,Female,French,1777,1860,Marseille,France,Stockholm,Sweden,,,,,,,,,,47555301,https://viaf.org/viaf/47555301/,,,
1194,Genlis,ThÈrÈsa Tallien,"socialite, later Princesse de Chimay",,,,,Letters,"Elite, Nobility, Court",,,,,,,,Genlis_Arsenal,,,,,Female,French,1773,1835,Carabanchel,Spain,Chimay,France,,,,,,,,,,7497990,https://viaf.org/viaf/7497990,,,
1195,Genlis,madame Roger,"wife of a playwright, later comtesse de Montholon",,,,,,,,,,,,,,Genlis_Arsenal,,,,,Female,French,,,,,,,,,,,,,,,,,,,,
1196,Genlis,madame Kennens,writer,,,,,Letters_Literary,,,,,,,,,Genlis_Arsenal,,,,,Female,French,,,,,,,,,,,,,,,,24953903,http://viaf.org/viaf/24953903,,,
1197,Genlis,madame Delarue,"niece of Beaumarchais, composer",,,,,,,Artist,,,,,,,Genlis_Arsenal,,,,,Female,French,1778,1832,Paris,France,Paris,France,,,,,,,,,,173400307,http://viaf.org/viaf/173400307,,,
1198,Genlis,Charles Hubert Millevoye,poet,,,,,"Letters_Literary, Letters_Antiquarian",,,,,,,,,Genlis_Arsenal,,,,,Male,French,1782,1816,Abbeville,France,Paris,France,,,,,,,,,,71486983,https://viaf.org/viaf/71486983,,,
1199,Genlis,Pieyre,writer,,,,,Letters_Literary,,,,,,,,,Genlis_Arsenal,,,,,Male,French,,,Paris,France,,France,,,,,,,,,,,,,,
1200,Genlis,Marc-Antoine Madeleine DÈsaugiers,writer,,,,,,,"Artist, Cultural",,,,,,,Genlis_Arsenal,,,,,Male,French,1772,1827,,,,,,,,,,,,,,,,,,
1201,Genlis,Mme de Bon,translator of novels,,,,,Letters_Literary,,,,,,,,,Genlis_Arsenal,,,,,Female,French,,,,,,,,,,,,,,,,,,,,
1202,Genlis,JÈrÙme Bonaparte,politician,monarch,marÈchal de France,,,,"Elite, Government, Military, Court",,,,,,,,Genlis_Arsenal,Yes,,,,Male,French,1784,1860,Ajaccio,Corsica,Villegenis,France,,,,,,,,,https://commons.wikimedia.org/wiki/File:King_Jerome_Bonaparte.jpg#mediaviewer/File:King_Jerome_Bonaparte.jpg,39403245,https://viaf.org/viaf/39403245/,,,
1203,Genlis,Charles de Bernard de Marigny,poet,,,,,,"Nobility, Military",,,,,,,,Genlis_Arsenal,Yes,,,,Male,French,1740,1816,SÈes,France,Brest,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/7/73/Charles_Bernard_Marigny.jpg,,,,,
1204,"Genlis, Stael",ElzÈar de Sabran,poet,,,comte,,Letters_Literary,"Nobility, Elite",,,,,,,,"Genlis_Arsenal, Stael_Coppet, Stael_Paris",,,,,Male,French,,,,,,,,,,,,,,,,,,,,
1205,"Genlis, Stael",Victorine de Chastenay,memoirist,,,,,Letters_Literary,Nobility,,,,,,,,"Genlis_Arsenal, Stael_Paris",,,,,Female,French,1771,1855,Paris,France,Ch‚tillon-sur-Seine,France,,,,,,,,,,61632806,,,,
1206,Geoffrin,Thomas Gray,"poet,author",,,,,Letters_Literary,Elite,,,,,,,,Geoffrin,,,,,Male,English,1716,1771,London,England,Cambridge,England, , , , , , , ,,upload.wikimedia.org/wikipedia/commons/thumb/9/9b/PortraitThomasGrayByJohnGilesEccart1747to1748.jpg/220px-PortraitThomasGrayByJohnGilesEccart1747to1748.jpg,9889965,http://viaf.org/9889965,100,520,620
1207,"Hume, ASmith, Geoffrin, Holbach, Stormont",Edward Gibbon,historian,,,,,Letters_Literary,Elite,,,,,,,,"Geoffrin, Holbach, Stormont",,,,,Male,English,1737,1794,,England,,unknown, ,ASmith, , , ,Hume, ,,upload.wikimedia.org/wikipedia/commons/thumb/d/de/Edward_Emily_Gibbon.jpg/220px-Edward_Emily_Gibbon.jpg,24601933,http://viaf.org/24601933,4,6,10
1208,"Voltaire, D'Alembert, Geoffrin, Deffand, Holbach, Necker, Lespinasse, DeLaMarck, Luxembourg, Praslin, Stormont",Greve Gustaf Filip Creutz,"diplomat,prime minister,poet,author",diplomat,,comte,,Letters_Literary,"Elite, Government, Nobility",,,Royal Swedish Academy of Sciences,,,,,"Geoffrin, Deffand, Holbach, Necker, Lespinasse, DeLaMarck, Luxembourg, Praslin, Stormont, Geoffrin_dinner",,,,,Male,Swedish,1731,1785,Anjala gård,Finland,Stockholm,Sweden, , ,Voltaire, ,D'Alembert, , ,,upload.wikimedia.org/wikipedia/commons/thumb/9/96/Gustav_Filip_Creutz.jpg/220px-Gustav_Filip_Creutz.jpg,71659499,http://viaf.org/71659499,1,2,3
1209,Geoffrin,Ulrik Scheffer ,"diplomat, military personnel, academy member, member of the Riksdag","diplomat, member of the Riksdag",,,,,"Elite, Government, Nobility, Military",,,Royal Swedish Academy of Sciences,,,,,Geoffrin,,,,,Male,Swedish,1716,1799,Nykˆping,Sweden,,,,,,,,,,,,,,,,
1210,DeLaMarck,"Marie Anne Françoise de Noailles, comtesse de La Marck","aristocrat,salon hostess",,,comtesse,,,"Nobility, Elite",,,,,,,,DeLaMarck,,,,,Female,French,1719,1793,,France,,unknown, , ,,,,,,,,,,,,
1211,"DeLaMarck, Luxembourg",Gustaf III,king,,,"prince, king",,,"Elite, Government, Nobility",,,St Petersburg Academy of Sciences,,,,,"DeLaMarck, Luxembourg",,,,,Male,Swedish,1746,1792,Stockholm,Sweden,Stockholm,Sweden,,,,,,,,,,,,,,
1212,"DeLaMarck, Luxembourg",Prince Fredrik,"prince, duc",,,prince,,,"Elite, Government, Nobility",,,,,,,,"DeLaMarck, Luxembourg",,,,,Male,Swedish,1750,1803,Stockholm,Sweden,Stockholm,Sweden,,,,,,,,,,,,,,
1213,LaReyniere,Mme de La Reynière,salonnière,,,,,Letters_Literary,"Nobility, Elite",,,,,,,,LaReyniere,,,,,Female,French,,,,,,,,,,,,,,,,,,,,
1214,LaReyniere,Jean Jacques BarthÈlemy,"author,archaeologist",,,,,Letters_Antiquarian,Elite,,,"Academy of Inscriptions, French Academy, Royal Society",Yes,,,,LaReyniere,,,,,Male,French,1716,1795,,unknown,,,,,,,,,,,,,,,,
1215,LaReyniere,"Joseph Hyacinthe François de Paule de Rigaud, Comte de Vaudreuil",,,,comte,,,"Nobility, Elite, Court",,,,,,,,LaReyniere,,,,,Male,French,1740,1817,Saint-Domingue,France,Paris,France,,,,,,,,,,,,,,
1216,LaReyniere,"Pierre Victor, baron de Besenval de Br¸nstatt",captain of the Swiss guards,,,baron,,,"Military, Court",Collector,,,,,,,LaReyniere,,,,,Male,Swiss,1722,1794,Solothurn,Switzerland,Paris,France,,,,,,,,,,,,,,
1217,LaReyniere,"Antoinette …lisabeth d'Aguesseau, comtesse de SÈgur","aristocrat, wife of diplomat",,,comtesse,,,"Nobility, Elite",,,,,,,,LaReyniere,,,,,Female,French,,,,,,,,,,,,,,,,,,,,
1218,LaReyniere,Antonio Sacchini,composer,,,,,,"Elite, Court",Artist,,,,,,,LaReyniere,,,,,Male,Italian,1730,1786,Florence,Italy,Paris,France,,,,,,,,,,,,,,
1219,LaReyniere,NiccolÚ Piccinni,composer,,,,,,"Elite, Court",Artist,,,,,,,LaReyniere,,,,,Male,Italian,1728,1800,Bari,Italy,Passy,France,,,,,,,,,,,,,,
1220,LaReyniere,Pierre-Jean Garat,singer,,,,,,Court,"Artist, Education",,,,,,,LaReyniere,,,,,Male,French,1764,1823,Ustaritz,France,Paris,France,,,,,,,,,,,,,,
1221,LaReyniere,Richer,musician,,,,,,Court,Artist,,,,,,,LaReyniere,,,,,Male,French,,,,,,,,,,,,,,,,,,,,
1222,"Voltaire, D'Alembert,Necker, Deffand, Graffigny, Beauvau",Prince Charles-Juste de Beauvau-Craon,"general,army officer,soldier,aristocrat,government minister",minister,high-ranking_general,,,,"Nobility, Elite, Court, Military, Government",,,,,,,,"Necker, Deffand, Beauvau, Graffigny_dEnfer",,,,,Male,French,1720,1793,LunÈville,France,Paris,France,,,,,,,,,,,,,,
1223,Necker,"Charles Lennox, 3rd duke of Richmond","politician, member of Parliament","peer, diplomat, MP, PC",field marshal,duke,,,"Elite, Government, Nobility, Military",,,,,,,,Necker,,,,,Male,English,1735,1806,London,England,,unknown,,,,,,,,,,,,,,
1224,Stormont,"Louisa Murray, Countess of Mansfield, Lady Stormont","aristocrat, wife of diplomat",,,"viscountess, lady",,,"Nobility, Elite",,,,,,,,Stormont,,,,,Female,Scottish,1758,1843,,,,,,,,,,,,,,,,,,
1225,"Stormont, Necker","David Murray, 2nd Earl of Mansfield, Lord Stormont","ambassador, aristocrat",,,"viscount, earl",,,"Nobility, Elite",,,,,,,,"Stormont, Necker_dinner",,,,,Male,Scottish,1727,1796,,,,,,,,,,,,,,,,,,
1226,Geoffrin,Manon Balletti,"actress, daughter of actors, mistress of Casanova, wife of François Bondel",,,,,,,"Artist, Cultural",,,,,,,Geoffrin_dinner,,,,,Female,Italian,1740,1776,,,,,,,,,,,,,,44468577,https://viaf.org/viaf/44468577/,,,
1227,Necker,Edward Smith-Stanley,aristocrat,,,,,,"Elite, Government, Nobility",,,,,,,,Necker_dinner,,,,,Male,English,,,,,,,,,,,,,,,,,,,,
1228,"Voltaire, Hume, Trudaine",Jean Charles Philibert Trudaine de Montigny,"scientist,chemist,civil servant",,,,,Sciences_Natural,"Government, Elite",Other,,AcadÈmie des sciences;AcadÈmie d'agriculture de France,,,,,Trudaine,,,,,Male,French,1733,1777,Clermont-Ferrand,France,Paris,France,,,,,,,,,,,,,,
1229,Trudaine,Anne Marie Rosalie de Trudaine,salonnière,,,,,,,,,,,,,,Trudaine,,,,,Female,French,1747,1776,Fourqueux,France,Paris,France,,,,,,,,,,,,,,
1230,"Voltaire, Geoffrin",Jean LÈvesque de Burigny,"historian,author,encyclopaedist",,,,,"Letters_Literary, Letters",,Artist,,Academy of Inscriptions,Yes,,Yes,,Geoffrin,,,,,Male,French,1692,1785,Reims,France,Paris,France, , ,Voltaire, , , , ,,,36965930,http://viaf.org/36965930,12,1,13
1231,Geoffrin,Joseph Marie Vien,"academy member,painter,artist",,,,,,"Court, Elite",Artist,,"Villa MÈdicis, AcadÈmie royale de peinture et sculpture",Yes,Yes,,,Geoffrin,,,,,Male,French,1716,1809,Montpellier,France,Paris,France, , , , , , , ,,http://upload.wikimedia.org/wikipedia/commons/3/37/JMVien.jpg,36948789,http://viaf.org/36948789,1,1,2
1232,"Voltaire, Rousseau, Geoffrin, Graffigny, Deffand","…tienne François de Choiseul-Stainville, duc de Choiseul","general,army officer,diplomat,statesman,soldier,aristocrat",minister,high-ranking_general,duc,,Political Economy,"Government, Military, Elite, Nobility, Court",,,Academy of Stanislas,,,Yes,,"Geoffrin, Graffigny_dEnfer, Deffand",,,,,Male,French,1719,1785,Nancy,France,Paris,France, , ,Voltaire,Rousseau, , , ,,http://upload.wikimedia.org/wikipedia/commons/a/a3/%C3%89tienne-Fran%C3%A7ois_de_Choiseul.jpg,22140047,http://viaf.org/viaf/22140047/,56,63,119
1233,Geoffrin,Simon RenÈ Baudouin,marÈchal de camp,,marÈchal de camp,,,Letters_Literary,"Nobility, Elite",,,,,,,,Geoffrin,,,,,Male,French,1723,1797,,,,,,,,,,,,,,88602787,http://viaf.org/viaf/88602787,,,
1234,Geoffrin,Antoine François Ch‚tre de Billy,aristocrat,,,,,,Nobility,,,,,,,,Geoffrin,,,,,Male,French,,1784,,,,,,,,,,,,,,,,,,
1235,Geoffrin,François Boucher,"artist, painter, academy director",,,,,,Elite,"Artist, Cultural",,,,,,,Geoffrin,,,,,Male,French,,,Paris,France,Paris,France,,,,,,,,,,66517093,https://viaf.org/viaf/66517093/,,,
1236,Geoffrin,Simon Charles Boutin,receveur gÈnÈral des finances,,,,,,"Government, Elite, Military",,,,,,,,Geoffrin,,,,,Male,French,,,,,,,,,,,,,,,,,,,,
1237,Geoffrin,Branicki,aristocrat,,,prince,,,"Nobility, Elite, Court",,,,,,,,Geoffrin,,,,,Male,Polish,,,,,,,,,,,,,,,,,,,,
1238,Geoffrin,Jean Baptiste Simon Chardin,"artist, painter",,,,,,,Artist,,,,,,,Geoffrin,,,,,Male,French,,,,,,,,,,,,,,,,12392613,https://viaf.org/viaf/12392613/,,,
1239,Geoffrin,Pierre de Clibereil,ambassador,,,,,,"Nobility, Elite, Government",,,,,,,,Geoffrin,,,,,Male,French,,,,,,,,,,,,,,,,,,,,
1240,Geoffrin,Henri Costa de Beauregard,aristocrat,,,,,,"Nobility, Elite",,,,,,,,Geoffrin,,,,,Male,French,1753,,,,,,,,,,,,,,,,,,,
1241,Geoffrin,prince Czartoryski,royalty,,,prince,,Letters_Literary,"Nobility, Elite, Government, Military, Court",,,,,,,,Geoffrin,,,,,Male,Polish,,,Danzig,Poland,Sieniawa,,,,,,,,,,,25362624,http://viaf.org/viaf/25362624,,,
1242,Geoffrin,abbÈ Ursin Durand,"maurist clergy, erudite",,,,,Letters_Literary,,,Catholic_Clergy,,,,,,Geoffrin,,,,,Male,French,\,8/31/1771,Tours,France,Paris,France,,,,,,,,,,71421942,https://viaf.org/viaf/71421942/,,,
1243,Geoffrin,Louise Henriette Charlotte Duras,aristocrat in the service of the queen,,,duchesse,,,"Nobility, Elite, Court",,,,,,,,Geoffrin,,,,,Female,French,1745,1832,,,,,,,,,,,,,,,,,,
1244,Geoffrin,"Estampes, AdÈlaÔde Godefroy Julie de Fouilleuse de Flavacourt",aristocrat in the service of the dauphine,,,,,,"Nobility, Elite, Court",,,,,,,,Geoffrin,,,,,Male,French,1742,1760,,,,,,,,,,,,,,,,,,
1245,Geoffrin,Jean-François Georgel,clergy,,,,abbÈ,,,,Catholic_Clergy,,,,,,Geoffrin,,,,,Male,French,1731,1813,,,,,,,,,,,,,,,,,,
1246,Geoffrin,Granowski,aristocrat,,,,,,Nobility,,,,,,,,Geoffrin,,,,,Male,Polish,,,,,,,,,,,,,,,,,,,,
1247,Geoffrin,Jacques Guay,"painter, student of Boucher",,,,,,Court,Artist,,,,,,,Geoffrin,,,,,Male,French,1715,1787,Marseille,France,Paris,France,,,,,,,,,,,,,,
1248,Geoffrin,Noël HallÈ,"painter, academy member",,,,,,Elite,Artist,,"AcadÈmie royale de peinture, AcadÈmie de France à Rome, …cole de Rome",,,,,Geoffrin,,,,,Male,French,1711,1781,Paris,France,Paris,France,,,,,,,,,,14876480,https://viaf.org/viaf/14876480/,,,
1249,Geoffrin,Alexander Kucharsky,"artist, page",,,,,,Court,Artist,,,,,,,Geoffrin,,,,,Male,,,,Warsaw,Poland,Paris,France,,,,,,,,,,,,,,
1250,"Geoffrin, Deffand, DeLaValliere",Anne Julie Françoise de Crussol La Vallière,"painter, aristocrat, salonnière",,,,,,"Nobility, Elite, Court",Artist,,,,,,,"Geoffrin, Deffand, DeLaValliere",,,,,Female,French,1713,1793,,,,,,,,,,,,,,,,,,
1251,Geoffrin,"Louis Jean François LagrenÈe, dit l'aînÈ","painter, disciple of Carle Van Loo",,,,,,,"Artist, Cultural",,,,,,,Geoffrin,,,,,Female,French,,,,,,,,,,,,,,,,47678872,https://viaf.org/viaf/47678872/,,,
1252,"Geoffrin, Encyclopedistes",Jean-Baptiste Le Roy,clock-maker,,,,,"Sciences_Mathematical, Sciences_Natural",,Artisan,,"AcadÈmie des sciences, Royal Society, American Philosophical Society, Bureau de consultation des Arts et MÈtiers",,Yes,,,Geoffrin,,,,,Male,French,1720,1800,Paris,France,Paris,France,,,,,,,,,,,,,,
1253,Geoffrin,Nicolas Louis,"astronomer, scientist",,,,,Sciences_Mathematical,,,,,,,,,Geoffrin,,,,,Male,French,1731,1800,,,,,,,,,,,,,,,,,,
1254,Geoffrin,princesse Lubormiska,Stanislas' mistress,,,princesse,,,"Elite, Nobility, Court",,,,,,,,Geoffrin,,,,,Female,Polish,,1771,,,,,,,,,,,,,,,,,,
1255,Geoffrin,Mme Lullie,mistress,,,,,,,,,,,,,,Geoffrin,,,,,Female,French,,,,,,,,,,,,,,,,,,,,
1256,Geoffrin,Marie Charlotte Lullin,wife,,,,,,,,,,,,,,Geoffrin,,,,,Female,French,,,,,,,,,,,,,,,,,,,,
1257,Geoffrin,Abel François Poisson Marigny,"brother of Pompadour, courtier?",,,,,,"Elite, Court, Government",,,,,,,,Geoffrin,,,,,Male,French,1727,1781,Paris,France,Paris,France,,,,,,,,,,66475402,https://viaf.org/viaf/66475402/,,,
1258,"Geoffrin, Deffand, Lespinasse, Beauvau, Graffigny, Beauvau, Mirepoix","Anne Marguerite Gabrielle de Beauvau-Craon, marÈchale de Mirepoix",marÈchale de France,,,,,,"Nobility, Elite, Court",,,,,,,,"Geoffrin, Deffand, Deffand_SaintJoseph, Lespinasse, Beauvau, Mirepoix, Graffigny_dEnfer",,,,,Female,French,1707,1798,,France,Brussels,Belgium,,,,,,,,,,,,,,
