SP ID,EgoNetworksCombined,Full Name,Occupation,Political rank,Military rank,Aristo title,Clerical title,Knowledge Network,Social Network,Professional Network,Religious Network,Academies,Royal Academy,Institut de France,Academy_single,Academiy_single_provincial,Salons,Freemason,Jacobin,SociÈtÈ des Trente,Lodge,GenderGroup,Nationality,Birth Year,Death Year,Birth City,Birth Country,Death City,Death Country,LockeNet,ASmithNet,VoltaireNet,RousseauNet,D'AlembertNet,HumeNet,BenthamNet,Column6,Wikipedia Image Link,VIAF ID,VIAF URL,RecipientLetterCount by EE ID,AuthorLetterCount by EE ID,Total Letters
1358,"Voltaire, Encyclopedistes, Holbach",Jacques AndrÈ Naigeon,"writer,academy member",,,,,"Letters_Philosophical, Letters_Literary",Military,Cultural,,French Academy,Yes,Yes,,,Holbach,,,,,Male,French,1738,1810,Paris,France,Paris,France, , ,Voltaire, , , , ,,http://upload.wikimedia.org/wikipedia/commons/5/57/Jacques-Andr%C3%A9_Naigeon.jpg,66507925,http://viaf.org/66507925,2,2,4
1359,"Voltaire, Rousseau, Encyclopedistes, Deffand, Holbach, Boufflers, Graffigny, Necker",Denis Diderot,"author,philosopher,encyclopaedist",,,,,"Letters, Letters_Philosophical, Letters_Literary",,Cultural,,"Berlin Academy, St. Petersburg Academy, Scottish Academy",,,Yes,,"Holbach, Boufflers, Graffigny, Deffand_Beaune, Necker",,,,,Male,French,1713,1784,Langres,France,Paris,France, , ,Voltaire,Rousseau, , , ,,upload.wikimedia.org/wikipedia/commons/thumb/6/63/Denis_Diderot_111.PNG/220px-Denis_Diderot_111.PNG,54146831,http://viaf.org/54146831,21,31,52
1360,"D'Alembert, Holbach, Epinay, Lespinasse",Ferdinando Galiani,"diplomatic official,wit",diplomat,,,,"Political Economy, Letters_Literary",Government,,Clergy,St Petersburg Academy,,,,,"Holbach, Epinay, Lespinasse",,,,,Male,Italian,1728,1787,Chieti,Italy,Naples,unknown, , , , ,D'Alembert, , ,,upload.wikimedia.org/wikipedia/commons/thumb/7/78/Galiani_portrait.jpg/220px-Galiani_portrait.jpg,27135717,http://viaf.org/27135717,5,7,12
1361,"Voltaire, Rousseau, Holbach, Geoffrin, Helvetius, Epinay",Guillaume Thomas François Raynal,"historian,journalist",,,,,"Letters_Literary, Letters_Philosophical",,,,"Royal Society, Berlin Academy, Academy of La Rochelle, Academy of Lyon",,Yes,,,"Holbach, Geoffrin, Helvetius, Epinay",,,,,Male,French,1713,1796,,France,,unknown, , ,Voltaire,Rousseau, , , ,,http://upload.wikimedia.org/wikipedia/commons/8/85/Guillaume_Raynal2.jpg,89354395,http://viaf.org/89354395,7,0,7
1362,"Voltaire, D'Alembert, Bentham, Holbach, Geoffrin, Lespinasse, Necker, Deffand","François Jean de Beauvoir, marquis de Chastellux","general,army officer,soldier,author",,high-ranking_general,marquis,,Letters_Literary,"Elite, Military, Nobility",Cultural,,French Academy,Yes,,Yes,,"Holbach, Geoffrin, Lespinasse, Necker, Deffand",,,,,Male,French,1734,1788,Paris,France,Paris,France, , ,Voltaire, ,D'Alembert, ,Bentham,,http://upload.wikimedia.org/wikipedia/commons/6/6b/Fran%C3%A7ois_Jean_de_Chastellux.jpg,99483029,http://viaf.org/99483029,16,9,25
1363,Mericourt,Louis Joseph Charlier,"politician,revolutionary",,,,,Political Economy,Government,,,,,,,,Mericourt,,Yes,,,Male,French,1753,1797,,France,,unknown, , , , , , , ,,,152860660,http://viaf.org/viaf/152860660/,0,1,1
1364,Lambert,Anne-ThÈrèse de Marguenat de Courcelles,"salonnière, hostess",,,,,Letters_Literary,"Nobility, Elite",,,,,,,,Lambert,,,,,Female,French,1647,1733,,,,,,,,,,,,,,95150112,https://viaf.org/viaf/95150112/,,,
1365,"Lambert, Tencin, Deffand",Claudine GuÈrin de Tencin,"writer, novelist, salonnière, hostess",,,marquise,,Letters_Literary,"Elite, Nobility",,,,,,,,"Lambert, Tencin, Deffand_Beaune",,,,,Female,French,1682,1749,Grenoble,France,Paris,France,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/5/53/Madame_de_Tencin.jpg,7400920,http://viaf.org/viaf/7400920,,,
1366,Lambert,"Marie-Catherine Le Jumel de Barneville, baronne d'Aulnoy","writer, novelist",,,baronne,,Letters_Literary,"Nobility, Government, Military, Elite",,,Ricovrati,,,,,Lambert_Nevers,,,,,Female,French,1650,1705,Barneville-la-Bertran,France,Paris,France,,,,,,,,,,76311463,http://viaf.org/viaf/76311463,,,
1367,Lambert,Catherine Bernard,,,,,,http://en.wikipedia.org/wiki/Catherine_Bernard,Elite,,,,,,,,Lambert_Nevers,,,,,Female,French,1662,1712,Rouen,France,,,,,,,,,,,,32046760,http://viaf.org/viaf/32046760,,,
1368,Lambert,comte de Nevers,,,,comte,,,Nobility,,,,,,,,Lambert_Nevers,,,,,Male,French,,,"Clamecy, Nièvre",,Nevers,France,,,,,,,,,,,,,,
1369,Lambert,"Louis de Rouvroy, duc de Saint-Simon","soldier, diplomat and writer of memoirs",,,duc,,Letters_Literary,"Nobility, Government, Military, Elite",,,,,,,,Lambert_Nevers,,,,,Male,French,,,Versailles,France,Paris,France,,,,,,,,,,95157936,https://viaf.org/viaf/95157936/,,,
1370,Lambert,"Jean-Baptiste Colbert, marquis de Torcy",foreign minister,,,marquis,,,"Nobility, Government, Military, Elite",,,,,,,,Lambert_Nevers,,,,,Male,French,,,Paris,France,Paris,France,,,,,,,,,,128062,https://viaf.org/viaf/128062,,,
1371,Lambert,François-Joseph de Beaupoil de Sainte-Aulaire,,,,,,,,,,,,,,,Lambert_Nevers,,,,,Male,French,,,,,,,,,,,,,,,,,,,,
1372,Lambert,François-TimolÈon de Choisy,author,,,,abbÈ,Letters_Literary,Elite,,Catholic_Clergy,French Academy,,,,,Lambert_Nevers,,,,,Male,French,1644,1724,Paris,France,Paris,France,,,,,,,,,http://upload.wikimedia.org/wikipedia/commons/b/be/Torcy_m.jpg,95171691,http://viaf.org/viaf/95171691,,,
1373,Lambert,Mme de Caylus,,,,,,,,,,,,,,,Lambert_Nevers,,,,,Female,French,,,,,,,,,,,,,,,,,,,,
1374,Lambert,François Couperin,"composer, writer",,,,,Letters_Literary,Court,"Artist, Cultural",,,,,,,Lambert_Nevers,,,,,Male,French,,,,,,,,,,,,,,,,54332134,https://viaf.org/viaf/54332134,,,
1375,Lambert,Mme Couperin,,,,,,,,,,,,,,,Lambert_Nevers,,,,,Female,French,,,,,,,,,,,,,,,,,,,,
1376,Lambert,"Marguerite de Launay, baronne de Staal",writer,,,baronne,,Letters_Literary,"Elite, Nobility",,,,,,,,Lambert_Nevers,,,,,Female,French,1684,1750,Paris,France,Gennevilliers,France,,,,,,,,,,http://viaf.org/viaf/17294383,,,,
1377,Lambert,"ThÈrèse-Eulalie de Saint-Aulaire, marquise de Beuvon",aristocrat,,,marquise,,,"Elite, Nobility",,,,,,,,Lambert_Nevers,,,,,Female,French,1705,1739,,,,,,,,,,,,,,,,,,
1378,Lambert,"Marie-Marguerite Le Valois de Vilette de Murçay, comtesse de Caylus (Marthe???)",aristocrat,,,comtesse,,,"Elite, Nobility",,,,,,,,Lambert_Nevers,,,,,Female,French,1670,1716,,,,,,,,,,,,,,120784682,http://viaf.org/viaf/120784682,,,
1379,Lambert,Anne Le Fèvre Dacier,,,,,,Letters_Literary,Elite,,,Ricovrati,,,,,Lambert_Nevers,,,,,Female,French,1654,1720,Saumur,France,Paris,France,,,,,,,,,,88047228,http://viaf.org/viaf/88047228,,,
1380,Lambert,"Marguerite-Jeanne Cordier Delauney, baronne de Staal",,,,baronne,,,"Elite, Nobility",,,,,,,,Lambert_Nevers,,,,,Female,French,,,,,,,,,,,,,,,,,,,,
1381,Lambert,la prÈsidente Dreuillet,,,,,,,Elite,,,,,,,,Lambert_Nevers,,,,,Female,French,,,,,,,,,,,,,,,,,,,,
1382,Lambert,Anne Bellinzani Ferrand,,,,,,Letters_Literary,Elite,,,,,,,,Lambert_Nevers,,,,,Female,French,1657,1740,,,,,,,,,,,,,,17576860,http://viaf.org/viaf/17576860,,,
1383,Lambert,"Marie-Louise-Charlotte de Pelard de Givry, comtesse de Fontaines",writer,,,comtesse,,Letters_Literary,"Elite, Nobility",,,,,,,,Lambert_Nevers,,,,,Female,French,1660,1730,,,,,,,,,,,,,,32092134,http://viaf.org/viaf/32092134,,,
1384,Lambert,"M.-A.-C. BrÈlart de Genlis, duchesse et marÈchale d'Harcourt",,,,"duchesse, marÈchale",,,"Elite, Nobility, Court",,,,,,,,Lambert_Nevers,,,,,Female,French,,,,,,,,,,,,,,,,,,,,
1385,Lambert,Charlotte-Rose de Caumont de La Force,"novelist, poet",,,,,Letters_Literary,"Elite, Nobility",,,Ricovrati,,,,,Lambert_Nevers,,,,,Female,French,1650,1720,Guyenne,France,,,,,,,,,,,,98354271,http://viaf.org/viaf/98354271,,,
1386,Lambert,"Reine de Madaillan de Lesparre, marquise de Lassay",,,,marquise,,Letters_Literary,"Elite, Nobility",,,,,,,,Lambert_Nevers,,,,,Female,French,,,,,,,,,,,,,,,,32283429,http://viaf.org/viaf/32283429,,,
1387,Lambert,Adrienne Lecouvreur,actor,,,,,,Elite,"Artist, Cultural",,,,,,,Lambert_Nevers,,,,,Female,French,1692,1730,Marne,France,Paris,France,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/8/85/1515_Adrienne_Lecouvreur.jpg,4977749,http://viaf.org/viaf/4977749,,,
1388,Lambert,"Henriette de Castelnau, comtesse de Murat",aristocrat,,,comtesse,,Letters_Literary,"Elite, Nobility",,,,,,,,Lambert_Nevers,,,,,Female,French,,,,,,,,,,,,,,,,120728227,http://viaf.org/viaf/120728227,,,
1389,Lambert,"Diane de Damas de Thiange, duchesse de Nevers",aristocrat,,,duchesse,,,"Elite, Nobility",,,,,,,,Lambert_Nevers,,,,,Female,French,,,,,,,,,,,,,,,,,,,,
1390,Lambert,"Marie-Anne Spinola, duchesse de Nevers",aristocrat,,,duchesse,,,"Elite, Nobility",,,,,,,,Lambert_Nevers,,,,,Female,French,,,,,,,,,,,,,,,,,,,,
1391,Lambert,Monique-ThÈrèse Saint-Aulaire,aristocrat,,,,,,"Elite, Nobility",,,,,,,,Lambert_Nevers,,,,,Female,French,,,,,,,,,,,,,,,,,,,,
1392,Lambert,"Suzanne de Marconnay, madame de Saint-Hyacinthe",aristocrat,,,,,Letters_Literary,"Elite, Nobility",,,,,,,,Lambert_Nevers,,,,,Female,French,,,,,,,,,,,,,,,,,,,,
1393,Lambert,"Louise-Geneviève Gillot, dame de Saintonge","writer, aristocrat",,,,,Letters,"Elite, Nobility",,,,,,,,Lambert_Nevers,,,,,Female,French,,,,,,,,,,,,,,,,,,,,
1394,Lambert,"Louise-Marquerite Buttet, madame Vatry",writer,,,,,,"Elite, Nobility",,,,,,,,Lambert_Nevers,,,,,Female,French,,,,,,,,,,,,,,,,,,,,
1395,Lambert,Jean Boivin the Younger,"writer, scholar, translator",,,,,,,,,,,,,,Lambert_Nevers,,,,,Male,French,1663,1726,,,,,,,,,,,,,,,,,,
1396,Lambert,Dominique Bouhours,"Jesuit, essayist, grammatrian",,,,,"Letters_Antiquarian, Letters_Religious",,Education,Catholic_Jesuit,"French Academy, Academy of Inscriptions",,,,,Lambert_Nevers,,,,,Male,French,1628,1702,Paris,France,Paris,France,,,,,,,,,http://upload.wikimedia.org/wikipedia/commons/c/c4/Dominique_Bouhours_%281628-1702%29.jpg,41848917,http://viaf.org/viaf/41848917,,,
1397,Lambert,Henri de Boulainvilliers,"aristocrat, writer, historian",,,,,Letters,"Elite, Nobility",,,,,,,,Lambert_Nevers,,,,,Male,French,1658,1722,Saint-Saire,France,Paris,France,,,,,,,,,,71435985,http://viaf.org/viaf/71435985,,,
1398,Lambert,abbÈ Christophe-Bernard de Bragelonne,clergyman,,,,abbÈ,,,,Catholic_Clergy,,,,,,Lambert_Nevers,,,,,Male,French,,,,,,,,,,,,,,,,,,,,
1399,Lambert,Claude Buffier,Jesuit,,,,,Letters_Philosophical,,,Catholic_Jesuit,,,,,,Lambert_Nevers,,,,,Male,French,1661,1737,,Poland,Paris,France,,,,,,,,,,19719116,https://viaf.org/viaf/19719116,,,
1400,Lambert,TimolÈon de Cheminais de Montaigu,clergyman,,,,,Letters_Religious,,,Catholic_Clergy,,,,,,Lambert_Nevers,,,,,Male,French,1652,1689,Paris,France,Paris,France,,,,,,,,,,,,,,
1401,Lambert,abbÈ Antoine Conti,clergyman,,,,abbÈ,,,,Catholic_Clergy,,,,,,Lambert_Nevers,,,,,Male,French,,,,,,,,,,,,,,,,,,,,
1402,Lambert,Philippe de Courcillon,"author, army officer, academy member",,,marquis,,Letters_Literary,"Nobility, Elite, Military, Government",,,"French Academy, AcadÈmie des sciences",,,,,Lambert_Nevers,,,,,Male,French,1638,1720,Dageau,France,,,,,,,,,,,https://commons.wikimedia.org/wiki/File:Portrait_Of_Phillippe_De_Courcillon.jpg#mediaviewer/File:Portrait_Of_Phillippe_De_Courcillon.jpg,7513421,http://viaf.org/viaf/7513421,,,
1403,Lambert,Jean-Baptiste Dubos,academy member,,,,abbÈ,Letters_Literary,,,Catholic_Clergy,French Academy,,,,,Lambert_Nevers,,,,,Male,French,1670,1742,Beauvais,France,Paris,France,,,,,,,,,,,,,,
1404,Lambert,abbÈ Louis-François de Fontenu,clergyman,,,,,Letters_Antiquarian,,,Catholic_Clergy,Academy of Inscriptions,,,,,Lambert_Nevers,,,,,Male,French,1667,1759,G‚tinais,France,Paris,France,,,,,,,,,,169992297,http://viaf.org/viaf/169992297,,,
1405,Lambert,…tienne Fourmont,"soldier, orientalist, professor, academy member",,,,,Letters_Antiquarian,,Education,,"Royal Society, Academy of Inscriptions",,,,,Lambert_Nevers,,,,,Male,French,1683,1745,Herblay,France,Paris,France,,,,,,,,,,19724806,http://viaf.org/viaf/19724806,,,
1406,Lambert,abbÈ Claude-François Fraguier,"writer, clergyman, professor, academy member",,,,abbÈ,Letters,,Education,Catholic_Jesuit,"French Academy, Academy of Inscriptions",,,,,Lambert_Nevers,,,,,Male,French,1660,1728,Paris,France,Paris,France,,,,,,,,,,121961211,http://viaf.org/viaf/121961211,,,
1407,Lambert,abbÈ Jean Galloys,"clergyman, professor, academy member, royal librarian",,,,abbÈ,"Sciences_Mathematical, Letters",,,,"French Academy, Academy of Inscriptions, AcadÈmie des sciences",,,,,Lambert_Nevers,,,,,Male,French,1632,1707,Paris,France,Paris,France,,,,,,,,,,,,,,
1408,Lambert,abbÈ Nicolas GÈdoyn,"clergyman, writer, academy member",,,,,,,,Catholic_Clergy,"French Academy, Academy of Inscriptions",,,,,Lambert_Nevers,,,,,Male,French,1687,1744,OrlÈans,France,Beaugency,France,,,,,,,,,,51679561,http://viaf.org/viaf/51679561,,,
1409,Lambert,"Nicolas-Hubert de Mongault, abbÈ","clergyman, academy member",,,,abbÈ,Letters_Literary,"Nobility, Elite",,,French Academy,,,,,Lambert_Nevers,,,,,Male,French,,,,,,,,,,,,,,,http://upload.wikimedia.org/wikipedia/commons/8/80/Nicolas_Hubert_Mongault.jpg,17435025,https://viaf.org/viaf/17435025,,,
1410,Lambert,Louis-Silvestre Sacy,"lawyer, author, academy member",,,,,Letters_Literary,"Nobility, Elite",,,French Academy,,,,,Lambert_Nevers,,,,,Male,French,1654,1727,Paris,France,Paris,France,,,,,,,,,http://upload.wikimedia.org/wikipedia/commons/d/da/Sacy_louis.jpg,71448962,https://viaf.org/viaf/71448962,,,
1411,Lambert,Jean Terrasson,"writer, academy member",,,,,Letters_Antiquarian,,,,"French Academy, AcadÈmie des sciences",,,,,Lambert_Nevers,,,,,Male,French,1670,1750,Lyon,France,Paris,France,,,,,,,,,,12315598,https://viaf.org/viaf/12315598,,,
1412,Lambert,"Jean-Baptiste-Henri du Trousset, sieur de Valincour","French admiral, writer, academy member",,admiral,,,Letters_Literary,,,,"French Academy, AcadÈmie des sciences",,,,,Lambert_Nevers,,,,,Male,French,,,,,,,,,,,,,,,,51807811,https://viaf.org/viaf/51807811,,,
1413,Lambert,"Anne-Pierre d'Harcourt, marquis de Beuvron","aristocrat, army officier",,marÈchal de France,marquis,,,"Government, Military, Nobility, Elite",,,,,,,,Lambert_Nevers,,,,,Male,French,,,,,,,,,,,,,,,,240948127,http://viaf.org/viaf/240948127,,,
1414,Lambert,"Harcourt, Henri, marquis de Beuvron, marÈchal de France","aristocrat, army officier",,marÈchal de France,marquis,,,"Government, Military, Nobility, Elite",,,,,,,,Lambert_Nevers,,,,,Male,French,1654,1718,,,,,,,,,,,,,,4233952,http://viaf.org/viaf/4233952,,,
1415,Lambert,"Henri-Jacques Nompar de Caumont, duc de La Force","aristocrat, academy member",,,duc,,Letters_Literary,"Government, Nobility, Elite",,,"French Academy, Academy of Bordeaux",,,,,Lambert_Nevers,,,,,Male,French,1675,1726,PÈrigord,France,PÈrigord,France,,,,,,,,,,71382368,http://viaf.org/viaf/71382368,,,
1416,Lambert,"Henri-François de La Rivière, marquis","aristocrat, army officier",,aide de camp,marquis,,Letters,"Military, Nobility",,,,,,,,Lambert_Nevers,,,,,Male,French,1642,1738,,France,,France,,,,,,,,,,73900301,http://viaf.org/viaf/73900301,,,
1417,Lambert,"A.-L. de Madaillon de Lesparre, marquis de Lassay","aristocrat, army officier",,,marquis,,,,,,,,,,,Lambert_Nevers,,,,,Male,French,,,,,,,,,,,,,,,,,,,,
1418,Lambert," Philippe-Julien Mazarini Mancini, duc de Nevers","aristocrat, army officier, son of Mazarin",,,duc,,,"Elite, Nobility, Military",,,,,,,,Lambert_Nevers,,,,,Male,French,,,,,,,,,,,,,,,,27331199,https://viaf.org/viaf/27331199,,,
1419,Lambert,"Louis-Robert-Hippolyte de BrÈhant, comte de PlÈlo","colonel, aristocrat, ambassador",,colonel,comte,,,"Military, Nobility, Elite",,,,,,,,Lambert_Nevers,,,,,Male,French,1699,1734,Rennes,France,Danzig,Poland,,,,,,,,,,29670775,http://viaf.org/viaf/29670775,,,
1420,Lambert,Claude Louis Hector de Villars,"aristocrat, army officier",,marÈchal gÈnÈral de France,"duc, marquis",,Letters,"Military, Nobility, Elite",,,French Academy,,,,,Lambert_Nevers,,,,,Male,French,1715,1718,Moulins,France,Turin,Sardinia,,,,,,,,,,76402320,http://viaf.org/viaf/76402320,,,
1421,"Lambert, Encyclopedistes",Jean-Pierre Niceron,author,,,,,Letters,,,,,,,,,Lambert_Nevers,,,,,Male,French,1685,1738,Paris,France,Paris,France,,,,,,,,,,128366,http://viaf.org/viaf/128366,,,
1422,Lambert,François-Joseph de Beaupoil de Sainte-Aulaire,"poet, army officer, academy member",,,marquis,,Letters_Literary,"Nobility, Elite, Military",,,French Academy,,,,,"Lambert_Nevers, Sceaux",,,,,Male,French,,,,,,,,,,,,,,,,89510202,https://viaf.org/viaf/89510202,,,
1423,"Lambert, Tencin, Graffigny",Pierre de Marivaux,"playwright, academy member",,,,,Letters_Literary,Elite,Cultural,,,,,,,"Lambert_Nevers, Tencin_Vivienne, Graffigny_dEnfer",,,,,Male,French,1688,1763,Paris,,Paris,,,,,,,,,,,102099473,https://viaf.org/viaf/102099473/,,,
1424,"Voltaire, Rousseau, Lambert, Entresol",Pierre Joseph Alary,"academy member,tutor",,,,,Letters_Literary,Elite,Education,Clergy,French Academy,Yes,,Yes,,"Lambert, Entresol",,,,,Male,French,1689,1770,Paris,France,Paris,France, , ,Voltaire,Rousseau, , , ,,http://upload.wikimedia.org/wikipedia/commons/e/ef/Pierre-Joseph_Alary.jpg,59299094,http://viaf.org/viaf/59299094/,4,1,5
1425,"Voltaire, Lespinasse, Necker, Geoffrin, Holbach, Helvetius, Luxembourg","François Arnaud, abbÈ de Grandchamp","academy member,clergyman,journalist, aristocrat",,,,,"Letters_Literary, Letters_antiquarian",Court,Cultural,Catholic_Clergy,"French Academy, Academy of Inscriptions",Yes,,,,"Lespinasse, Necker, Geoffrin, Holbach, HelvÈtius, Luxembourg",,,,,Male,French,1721,1784,Comtat-Venaissin,France,,unknown, , ,Voltaire, , , , ,,,66513672,http://viaf.org/66513672,5,0,5
1426,"Voltaire, Lespinasse","Louis SÈbastien Bernin de ValentinÈ, marquis d'UssÈ","civil servant,police official",police,,marquis,,,"Nobility, Government, Elite",,,,,,,,Lespinasse,,,,,Male,French,1692,1772,,France,,unknown, , ,Voltaire, , , , ,,,,,1,0,1
1427,"Voltaire, Deffand, Lespinasse","Marie Louise Nicole …lisabeth de La Rochefoucauld, duchesse d'Anville",aristocrat,,,duchesse,,,"Elite, Nobility",,,,,,,,"Lespinasse, Deffand",,,,,Female,French,1716,1797,,France,,unknown, , ,Voltaire, , , , ,,,2154640,http://viaf.org/2154640,5,17,22
1428,"Voltaire, D'Alembert, Lespinasse","Louis Jules Barbon Mancini-Mazarini, duc de Nivernais","diplomat,author,patron",diplomat,,duc,,Letters_Literary,"Nobility, Elite, Government, Military",,,"French Academy, Academy of Inscriptions",Yes,,,,Lespinasse,,,,,Male,French,1716,1798,Paris,France,Paris,France, , ,Voltaire, , , , ,,http://upload.wikimedia.org/wikipedia/commons/b/b5/Portrait_de_Louis-Jules_Mancini-Mazarini%2C_duc_de_Nivernais_%281716-1798%29.jpg,9979313,http://viaf.org/viaf/9979313/,3,4,7
1429,"Voltaire, D'Alembert, Rousseau, Hume, Lespinasse",ChrÈtien Guillaume de Lamoignon de Malesherbes,statesman,minister,,,,"Political Economy, Letters","Government, Elite, Nobility",,,"French Academy, AcadÈmie des sciences, Academy of Inscriptions",Yes,,,,Lespinasse,,,,,Male,French,1721,1794,Paris,France,Paris,France, , ,Voltaire,Rousseau,D'Alembert,Hume, ,,http://upload.wikimedia.org/wikipedia/commons/0/09/Chretien-Guillaume_de_Lamoignon_de_Malesherbes.jpg,73870973,http://viaf.org/73870973,198,96,294
1430,Brionne,"Louise Julie Constance de Rohan-Montauban, comtesse de Brionne",aristocrat,,,comtesse,,Letters_Literary,"Nobility, Elite",,,,,,,,Brionne,,,,,Female,French,1734,1815,,France,,unknown, , , , , , , ,,,37210207,http://viaf.org/viaf/37210207/,0,0,0
1431,"D'Alembert, Rousseau, Lespinasse",Jacques Henri Bernardin de Saint-Pierre,"scientist,author,botanist",,,,,"Letters_Literary, Sciences_Natural",Government,"Gardening-farming, Education",,French Academy,Yes,Yes,,,Lespinasse,,,,,Male,French,1737,1814,Le Havre,France,Eragny-sur-Oise,France, , , ,Rousseau,D'Alembert, , ,,,59088938,http://viaf.org/59088938,5,1,6
1432,"Voltaire, D'Alembert, Lespinasse, Deffand, Necker, Stael","Jacques Antoine Hippolyte de Guibert, comte de Guibert","army officer,soldier,academy member,author,military writer",,officer,comte,,Letters_Literary,"Elite, Military, Nobility",,,French Academy,Yes,,Yes,,"Lespinasse, Deffand, Necker, Stael",,,,,Male,French,1743,1790,Montauban,France,,unknown, , ,Voltaire, ,D'Alembert, , ,,upload.wikimedia.org/wikipedia/commons/thumb/7/7d/Guibert.jpg/200px-Guibert.jpg,73854370,http://viaf.org/73854370,0,3,3
1433,"Voltaire, D'Alembert, Lespinasse",AmÈlie Suard,"author,salon hostess",,,,,Letters_Literary,Elite,,,,,,,,Lespinasse,,,,,Female,French,1750,1830,Lille,France,,unknown, , ,Voltaire, ,D'Alembert, , ,,,15567282,http://viaf.org/15567282,9,12,21
1434,"Hume, Holbach",Colonel Isaac BarrÈ,"army officer,soldier,politician",,,,,Political Economy,"Military, Government",,,,,,,,Holbach,,,,,Male,Irish,1726,1802,Dublin,Ireland,London,England, , , , , ,Hume, ,,http://upload.wikimedia.org/wikipedia/commons/0/06/Col_Barre.jpg,3878347,http://viaf.org/viaf/3878347,1,0,1
1435,"D'Alembert, Lespinasse, Necker, Geoffrin, Holbach, Helvetius","Domenico Caracciolo (Caraccioli), marquis de Villamaina","judge,diplomat,governor,provincial governor",diplomat,,marquess,,Political Economy,"Nobility, Elite, Government",Legal,,,,,,,"Lespinasse, Necker, Geoffrin, Holbach, Helvetius",,,,,Male,Italian,1715,1789,Malpartida de la Serena, Spain,Napoli, Italia, , , , , , , ,,,25406773,http://viaf.org/viaf/25406773/,0,2,2
1436,Lespinasse,comte d'AnzÈly,aristocrat,,,comte,,,Nobility,,,,,,,,Lespinasse,,,,,Female,French,,,,,,,,,,,,,,,,,,,,
1437,Lespinasse,"vicomte de Saint-Chamans, Joseph Louis de Saint-Chamans (?)",aristocrat,,,vicomte,,,"Nobility, Elite, Military",,,,,,,,Lespinasse,,,,,Male,French,,,,,,,,,,,,,,,,,,,,
1438,Lespinasse,"marquise de Saint-Chamans, Louyse Françoise Charlotte de MalÈzieu (?)",aristocrat,,,marquise,,,"Nobility, Elite",,,,,,,,Lespinasse,,,,,Female,French,,,,,,,,,,,,,,,,,,,,
1439,Lespinasse,Mme de Meulan,aristocrat,,,,,,Nobility,,,,,,,,Lespinasse,,,,,Female,French,,,,,,,,,,,,,,,,,,,,
1440,Lespinasse,chevalier d'Aguesseau,aristocrat,,,chevalier,,,Nobility,,,,,,,,Lespinasse,,,,,Male,French,,,,,,,,,,,,,,,,,,,,
1441,Lespinasse,comte de SchÔomberg,aristocrat,,,comte,,,Nobility,,,,,,,,Lespinasse,,,,,Male,French,,,,,,,,,,,,,,,,,,,,
1442,"Lespinasse, Deffand","comte d'Aranda, Pedro Pablo Abarca de Bolea (?)",aristocrat,,,comte,,Political Economy,"Nobility, Elite, Military, Government",,,,,,,,"Lespinasse, Deffand",,,,,Male,French,1718,1798,"SiÈtamo, Huesca",,"…pila, Saragossa",,,,,,,,,,,27864831,https://viaf.org/viaf/27864831/,,,
1443,Lespinasse,"don JosÈ Pignatelli y Gonzaga, marquis de mora",aristocrat,,,marquis,,,"Nobility, Elite, Military",,,,,,,,Lespinasse,,,,,Male,Spanish,1744,1772,Sargossa,Spain,Bordeaux,France,,,,,,,,,,,,,,
1444,"Hume, Lespinasse","Francis Seymour-Conway, 1st Marquess of Hertford",art collector,,,marquess,,"Collector, Letters","Nobility, Elite, Court, Government",,,,,,,,Lespinasse,,,,,Male,English,1718,1794,Chelsea,,,,,,,,,,,,,23693156,https://viaf.org/viaf/23693156/,,,
1445,"Lespinasse, Geoffrin, Graffigny, Holbach, Necker","Karl Heinrich von Gleichen, Baron von Gleichen",diplomat,,,baron,,Letters_Literary,"Nobility, Government, Elite",,,,,,,,"Lespinasse, Geoffrin, Graffigny, Holbach, Necker",,,,,Male,Danish/Austrian,1733,1807,,,,,,,,,,,,,,80852965,https://viaf.org/viaf/80852965/,,,
1446,"Voltaire, Lespinasse, Geoffrin",Antoine LÈonard Thomas,"academy member,poet,author,critic",,,,,Letters_Literary,Elite,,,"French Academy, Academy of Rouen",Yes,,,,"Lespinasse, Geoffrin",,,,,Male,French,1732,1785,Clermont-Ferrand,France,,unknown, , ,Voltaire, , , , ,,http://upload.wikimedia.org/wikipedia/commons/c/c9/Antoine-L%C3%A9onard_Thomas.jpg,9877946,http://viaf.org/9877946,4,1,5
1447,"Lespinasse, Geoffrin, Deffand",…tienne Charles de LomÈnie de Brienne,politician,,,,,Political Economy ,"Elite, Government",,Clergy,,,,,,"Lespinasse, Geoffrin, Deffand",,,,,Male,French,1727,,Paris,,Paris,,,,,,,,,,,14840263,https://viaf.org/viaf/14840263/,,,
